Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2019-02-10 21:00:00,0.327,0.630,9.849,3.723,337.43,28.850
2019-02-10 21:30:00,0.322,0.600,9.939,3.745,25.43,28.750
2019-02-10 22:00:00,0.325,0.570,9.761,3.707,30.43,28.700
2019-02-10 22:30:00,0.312,0.520,8.209,3.906,29.43,28.650
2019-02-10 23:00:00,0.305,0.510,10.191,3.822,45.43,28.650
2019-02-10 23:30:00,0.299,0.510,10.069,3.736,35.43,28.600
2019-02-11 00:00:00,0.278,0.450,8.963,3.746,49.43,28.600
2019-02-11 00:30:00,0.291,0.500,9.842,3.906,26.43,28.550
2019-02-11 01:00:00,0.289,0.510,8.962,4.086,29.43,28.500
2019-02-11 01:30:00,0.270,0.440,9.261,4.089,32.43,28.550
2019-02-11 02:00:00,0.256,0.410,8.128,4.125,36.43,28.500
2019-02-11 02:30:00,0.257,0.430,8.848,4.127,35.43,28.450
2019-02-11 03:00:00,0.255,0.420,7.729,4.205,36.43,28.400
2019-02-11 03:30:00,0.248,0.450,9.269,4.278,32.43,28.350
2019-02-11 04:00:00,0.247,0.440,8.700,4.760,29.43,28.200
2019-02-11 04:30:00,0.250,0.430,7.845,4.618,43.43,27.950
2019-02-11 05:00:00,0.235,0.430,9.399,4.651,39.43,28.000
2019-02-11 05:30:00,0.225,0.410,8.556,4.504,37.43,28.250
2019-02-11 06:00:00,0.243,0.380,10.146,4.806,35.43,28.200
2019-02-11 06:30:00,0.246,0.390,8.861,4.648,42.43,28.250
2019-02-11 07:00:00,0.236,0.360,9.319,4.678,39.43,28.100
2019-02-11 07:30:00,0.244,0.400,8.115,4.543,39.43,28.150
2019-02-11 08:00:00,0.240,0.510,6.811,4.367,25.43,28.300
2019-02-11 08:30:00,0.214,0.340,8.140,4.239,35.43,28.400
2019-02-11 09:00:00,0.233,0.400,7.302,4.597,29.43,28.700
2019-02-11 09:30:00,0.229,0.450,8.801,4.499,29.43,29.100
2019-02-11 10:00:00,0.231,0.390,9.220,4.561,35.43,29.300
2019-02-11 10:30:00,0.234,0.410,6.518,4.873,35.43,29.550
2019-02-11 11:00:00,0.227,0.370,7.478,5.035,37.43,29.800
2019-02-11 11:30:00,0.220,0.400,8.168,4.837,33.43,30.150
2019-02-11 12:00:00,0.219,0.380,7.280,5.135,35.43,30.500
2019-02-11 12:30:00,0.211,0.400,8.813,5.026,47.43,30.150
2019-02-11 13:00:00,0.214,0.400,8.143,5.278,45.43,30.250
2019-02-11 13:30:00,0.206,0.360,7.716,5.125,36.43,29.500
2019-02-11 14:00:00,0.210,0.370,7.635,5.170,47.43,30.550
2019-02-11 14:30:00,0.206,0.350,8.189,4.108,35.43,30.950
2019-02-11 15:00:00,0.242,0.460,7.038,3.503,30.43,30.300
2019-02-11 15:30:00,0.263,0.410,7.354,3.191,35.43,30.150
2019-02-11 16:00:00,0.265,0.480,6.737,3.131,32.43,30.300
2019-02-11 16:30:00,0.292,0.490,7.509,3.262,32.43,30.100
2019-02-11 17:00:00,0.320,0.570,2.277,2.881,28.43,29.850
2019-02-11 17:30:00,0.351,0.650,2.526,2.848,53.43,29.850
2019-02-11 18:00:00,0.364,0.690,2.512,2.876,57.43,29.500
2019-02-11 18:30:00,0.395,0.590,2.611,2.927,54.43,29.050
2019-02-11 19:00:00,0.388,0.650,2.840,2.997,42.43,28.500
2019-02-11 19:30:00,0.407,0.720,2.915,2.998,47.43,28.150
2019-02-11 20:00:00,0.408,0.710,2.896,2.951,40.43,28.300
2019-02-11 20:30:00,0.431,0.810,3.001,2.937,42.43,28.650
2019-02-11 21:00:00,0.465,0.750,2.765,2.955,39.43,29.300
2019-02-11 21:30:00,0.449,0.760,3.124,3.069,46.43,29.550
2019-02-11 22:00:00,0.476,0.880,3.099,3.101,47.43,29.700
2019-02-11 22:30:00,0.465,0.780,3.428,3.155,52.43,29.600
2019-02-11 23:00:00,0.477,0.800,3.099,3.098,61.43,29.300
2019-02-11 23:30:00,0.496,0.850,3.300,3.104,42.43,29.000
2019-02-12 00:00:00,0.523,0.990,3.539,3.247,53.43,28.400
2019-02-12 00:30:00,0.466,0.760,3.436,3.167,50.43,28.800
2019-02-12 01:00:00,0.477,1.020,3.753,3.195,63.43,28.400
2019-02-12 01:30:00,0.488,0.890,3.740,3.386,54.43,28.200
2019-02-12 02:00:00,0.469,0.790,3.956,3.411,61.43,28.650
2019-02-12 02:30:00,0.450,0.790,4.021,3.416,64.43,28.600
2019-02-12 03:00:00,0.427,0.860,3.720,3.458,52.43,28.550
2019-02-12 03:30:00,0.433,0.730,3.848,3.632,61.43,28.550
2019-02-12 04:00:00,0.405,0.660,3.753,3.626,61.43,28.550
2019-02-12 04:30:00,0.393,0.700,3.960,3.732,63.43,28.200
2019-02-12 05:00:00,0.360,0.680,3.948,3.695,60.43,28.250
2019-02-12 05:30:00,0.333,0.560,3.932,3.756,66.43,28.250
2019-02-12 06:00:00,0.328,0.560,3.732,3.740,53.43,28.550
2019-02-12 06:30:00,0.321,0.520,4.109,3.927,49.43,28.500
2019-02-12 07:00:00,0.313,0.510,3.744,3.907,56.43,28.500
2019-02-12 07:30:00,0.305,0.470,3.678,4.171,54.43,28.600
2019-02-12 08:00:00,0.300,0.470,6.563,4.012,42.43,28.500
2019-02-12 08:30:00,0.298,0.500,7.075,4.200,54.43,28.450
2019-02-12 09:00:00,0.307,0.480,3.747,4.110,49.43,28.550
2019-02-12 09:30:00,0.307,0.460,3.810,4.070,28.43,28.950
2019-02-12 10:00:00,0.313,0.530,8.176,4.203,8.43,29.300
2019-02-12 10:30:00,0.313,0.620,7.529,4.093,28.43,29.700
2019-02-12 11:00:00,0.296,0.440,8.165,4.325,26.43,30.000
2019-02-12 11:30:00,0.283,0.520,8.068,4.389,18.43,29.850
2019-02-12 12:00:00,0.275,0.420,7.324,4.389,30.43,29.600
2019-02-12 12:30:00,0.286,0.560,7.171,4.221,25.43,29.950
2019-02-12 13:00:00,0.261,0.410,8.873,4.307,23.43,30.050
2019-02-12 13:30:00,0.256,0.520,7.034,4.147,26.43,30.200
2019-02-12 14:00:00,0.254,0.410,7.041,4.078,23.43,29.750
2019-02-12 14:30:00,0.253,0.400,7.021,4.097,23.43,29.950
2019-02-12 15:00:00,0.252,0.510,7.900,3.783,14.43,30.150
2019-02-12 15:30:00,0.245,0.420,8.335,3.218,4.43,30.000
2019-02-12 16:00:00,0.256,0.430,7.344,3.295,49.43,29.850
2019-02-12 16:30:00,0.271,0.460,7.096,3.143,16.43,29.800
2019-02-12 17:00:00,0.267,0.430,2.049,2.958,9.43,29.700
2019-02-12 17:30:00,0.291,0.600,7.254,3.006,354.43,29.550
2019-02-12 18:00:00,0.320,0.580,8.138,2.879,9.43,29.450
2019-02-12 18:30:00,0.342,0.590,2.646,2.856,5.43,29.350
2019-02-12 19:00:00,0.392,0.720,2.720,2.815,1.43,29.300
2019-02-12 19:30:00,0.404,0.800,2.843,2.935,9.43,29.250
2019-02-12 20:00:00,0.418,0.720,3.150,2.932,12.43,29.200
2019-02-12 20:30:00,0.458,0.760,3.358,3.070,19.43,29.350
2019-02-12 21:00:00,0.445,0.910,3.057,3.105,8.43,29.450
2019-02-12 21:30:00,0.448,0.730,3.235,3.143,12.43,29.450
2019-02-12 22:00:00,0.469,0.890,3.409,3.265,12.43,29.450
2019-02-12 22:30:00,0.454,0.850,3.361,3.252,5.43,29.450
2019-02-12 23:00:00,0.448,0.850,3.311,3.170,5.43,29.450
2019-02-12 23:30:00,0.435,0.800,3.428,3.098,14.43,29.450
2019-02-13 00:00:00,0.442,0.810,3.483,3.042,1.43,29.350
2019-02-13 00:30:00,0.508,0.790,3.180,3.088,22.43,29.300
2019-02-13 01:00:00,0.484,0.760,3.202,3.046,8.43,29.350
2019-02-13 01:30:00,0.480,0.820,3.601,3.076,352.43,29.350
2019-02-13 02:00:00,0.439,0.690,3.259,3.120,358.43,29.450
2019-02-13 02:30:00,0.456,0.700,3.541,3.242,5.43,29.500
2019-02-13 03:00:00,0.421,0.760,3.364,3.156,7.43,29.450
2019-02-13 03:30:00,0.407,0.850,3.365,3.145,9.43,29.350
2019-02-13 04:00:00,0.389,0.640,3.359,3.150,352.43,29.400
2019-02-13 04:30:00,0.366,0.680,3.206,3.217,1.43,29.450
2019-02-13 05:00:00,0.333,0.570,3.034,3.309,351.43,29.500
2019-02-13 05:30:00,0.343,0.600,3.398,3.420,343.43,29.500
2019-02-13 06:00:00,0.352,0.670,3.486,3.365,358.43,29.500
2019-02-13 06:30:00,0.328,0.540,3.357,3.667,348.43,29.450
2019-02-13 07:00:00,0.318,0.610,3.285,3.774,354.43,29.450
2019-02-13 07:30:00,0.306,0.480,3.666,3.845,1.43,29.450
2019-02-13 08:00:00,0.288,0.470,3.714,3.684,347.43,29.450
2019-02-13 08:30:00,0.294,0.560,3.415,3.797,351.43,29.450
2019-02-13 09:00:00,0.276,0.570,3.753,3.810,350.43,29.550
2019-02-13 09:30:00,0.273,0.480,3.537,3.999,352.43,29.600
2019-02-13 10:00:00,0.259,0.430,3.445,3.792,43.43,29.800
2019-02-13 10:30:00,0.259,0.440,5.503,3.752,357.43,30.050
2019-02-13 11:00:00,0.254,0.420,5.821,3.914,22.43,30.150
2019-02-13 11:30:00,0.258,0.460,6.349,3.480,32.43,30.100
2019-02-13 12:00:00,0.271,0.450,7.538,3.113,36.43,29.900
2019-02-13 12:30:00,0.280,0.490,7.563,3.243,39.43,30.050
2019-02-13 13:00:00,0.302,0.510,2.045,2.905,32.43,30.150
2019-02-13 13:30:00,0.296,0.470,7.371,2.933,317.43,30.350
2019-02-13 14:00:00,0.296,0.560,5.650,2.974,33.43,30.500
2019-02-13 14:30:00,0.293,0.490,6.544,3.024,306.43,30.650
2019-02-13 15:00:00,0.284,0.460,7.260,2.962,35.43,30.850
2019-02-13 15:30:00,0.278,0.490,6.094,3.091,326.43,30.950
2019-02-13 16:00:00,0.274,0.500,6.384,3.174,26.43,30.950
2019-02-13 16:30:00,0.259,0.430,6.005,3.288,40.43,30.950
2019-02-13 17:00:00,0.251,0.440,6.481,3.222,53.43,30.950
2019-02-13 17:30:00,0.252,0.450,6.349,3.255,25.43,30.950
2019-02-13 18:00:00,0.240,0.480,6.146,3.165,32.43,30.950
2019-02-13 18:30:00,0.239,0.450,7.230,3.361,28.43,30.750
2019-02-13 19:00:00,0.229,0.410,6.938,3.482,39.43,30.500
2019-02-13 19:30:00,0.225,0.380,6.848,3.532,28.43,30.450
2019-02-13 20:00:00,0.205,0.390,6.537,3.722,36.43,30.450
2019-02-13 20:30:00,0.189,0.390,6.546,3.816,33.43,30.200
2019-02-13 21:00:00,0.208,0.400,7.198,4.189,35.43,29.500
2019-02-13 21:30:00,0.205,0.320,5.324,4.264,37.43,28.400
2019-02-13 22:00:00,0.201,0.380,7.082,4.262,32.43,28.300
2019-02-13 22:30:00,0.193,0.310,7.021,4.393,45.43,28.450
2019-02-13 23:00:00,0.200,0.360,7.237,4.235,35.43,28.500
2019-02-13 23:30:00,0.195,0.310,6.779,4.222,32.43,28.300
2019-02-14 00:00:00,0.202,0.390,6.240,3.928,25.43,28.300
2019-02-14 00:30:00,0.202,0.350,7.016,3.638,28.43,28.200
2019-02-14 01:00:00,0.203,0.310,5.478,3.814,21.43,28.000
2019-02-14 01:30:00,0.196,0.380,5.920,3.707,25.43,27.950
2019-02-14 02:00:00,0.199,0.360,6.405,3.841,26.43,27.900
2019-02-14 02:30:00,0.194,0.350,6.323,3.556,19.43,27.800
2019-02-14 03:00:00,0.194,0.350,6.738,3.786,26.43,27.700
2019-02-14 03:30:00,0.200,0.310,6.423,3.668,19.43,27.650
2019-02-14 04:00:00,0.210,0.380,5.982,3.831,21.43,27.600
2019-02-14 04:30:00,0.214,0.390,5.495,3.907,19.43,27.600
2019-02-14 05:00:00,0.221,0.340,6.077,4.186,19.43,27.550
2019-02-14 05:30:00,0.200,0.390,5.918,4.020,16.43,27.500
2019-02-14 06:00:00,0.210,0.320,5.483,3.907,22.43,27.450
2019-02-14 06:30:00,0.223,0.370,6.760,3.942,28.43,27.400
2019-02-14 07:00:00,0.219,0.360,6.117,3.873,33.43,27.450
2019-02-14 07:30:00,0.229,0.400,5.966,3.989,25.43,27.400
2019-02-14 08:00:00,0.236,0.430,6.345,3.535,35.43,27.400
2019-02-14 08:30:00,0.234,0.490,6.562,3.261,29.43,27.450
2019-02-14 09:00:00,0.227,0.400,5.784,3.472,37.43,27.500
2019-02-14 09:30:00,0.230,0.350,5.355,3.191,46.43,27.550
2019-02-14 10:00:00,0.233,0.430,6.609,3.137,43.43,27.800
2019-02-14 10:30:00,0.209,0.370,5.854,3.426,29.43,28.150
2019-02-14 11:00:00,0.212,0.390,12.877,3.712,29.43,28.350
2019-02-14 11:30:00,0.211,0.400,6.558,3.796,22.43,29.000
2019-02-14 12:00:00,0.204,0.340,5.831,3.595,25.43,29.600
2019-02-14 12:30:00,0.202,0.370,6.358,3.537,33.43,30.150
2019-02-14 13:00:00,0.205,0.380,2.922,3.823,29.43,30.750
2019-02-14 13:30:00,0.200,0.310,6.133,3.859,36.43,31.250
2019-02-14 14:00:00,0.210,0.350,6.491,3.796,26.43,31.450
2019-02-14 14:30:00,0.260,0.530,1.948,3.174,22.43,31.950
2019-02-14 15:00:00,0.401,0.750,2.512,2.648,129.43,30.300
2019-02-14 15:30:00,0.505,0.850,3.147,2.849,120.43,29.500
2019-02-14 16:00:00,0.527,0.920,3.395,2.912,109.43,29.150
2019-02-14 16:30:00,0.634,1.110,3.478,3.165,115.43,29.150
2019-02-14 17:00:00,0.627,1.150,3.474,3.360,102.43,29.000
2019-02-14 17:30:00,0.670,1.180,3.676,3.303,101.43,28.900
2019-02-14 18:00:00,0.659,1.120,4.295,3.341,99.43,28.700
2019-02-14 18:30:00,0.637,1.110,4.038,3.259,88.43,28.600
2019-02-14 19:00:00,0.655,1.200,4.158,3.346,91.43,28.500
2019-02-14 19:30:00,0.801,1.510,4.481,3.548,94.43,28.400
2019-02-14 20:00:00,0.825,1.700,4.610,3.499,91.43,28.350
2019-02-14 20:30:00,0.808,1.520,4.518,3.479,88.43,28.300
2019-02-14 21:00:00,0.877,1.500,4.854,3.825,85.43,28.300
2019-02-14 21:30:00,0.896,1.470,4.791,3.660,85.43,28.300
2019-02-14 22:00:00,0.928,1.470,4.929,3.803,90.43,28.250
2019-02-14 22:30:00,0.960,1.620,5.449,3.783,87.43,28.200
2019-02-14 23:00:00,0.987,1.600,5.070,3.845,87.43,28.150
2019-02-14 23:30:00,0.878,1.710,5.371,3.574,88.43,28.150
2019-02-15 00:00:00,1.003,1.510,5.275,3.834,82.43,28.200
2019-02-15 00:30:00,0.952,1.600,5.471,3.678,90.43,28.250
2019-02-15 01:00:00,0.866,1.500,5.276,3.571,90.43,28.250
2019-02-15 01:30:00,0.792,1.340,4.855,3.574,85.43,28.250
2019-02-15 02:00:00,0.759,1.140,5.195,3.669,91.43,28.200
2019-02-15 02:30:00,0.766,1.340,5.343,3.628,88.43,28.150
2019-02-15 03:00:00,0.789,1.340,4.888,3.771,90.43,28.100
2019-02-15 03:30:00,0.750,1.370,4.855,3.743,92.43,28.050
2019-02-15 04:00:00,0.722,1.280,4.611,3.631,94.43,28.000
2019-02-15 04:30:00,0.701,1.100,4.235,3.499,95.43,28.000
2019-02-15 05:00:00,0.718,1.330,4.480,3.590,90.43,28.000
2019-02-15 05:30:00,0.703,1.220,4.723,3.570,98.43,27.950
2019-02-15 06:00:00,0.671,1.290,4.357,3.519,88.43,27.950
2019-02-15 06:30:00,0.695,1.230,4.485,3.537,82.43,27.950
2019-02-15 07:00:00,0.636,1.200,4.585,3.697,94.43,28.600
2019-02-15 07:30:00,0.572,0.980,4.786,3.625,91.43,29.000
2019-02-15 08:00:00,0.550,0.900,3.810,3.666,94.43,29.150
2019-02-15 08:30:00,0.494,1.010,4.608,3.558,85.43,29.300
2019-02-15 09:00:00,0.474,0.840,5.064,3.503,90.43,29.500
2019-02-15 09:30:00,0.477,0.850,4.702,3.581,77.43,29.500
2019-02-15 10:00:00,0.457,0.820,4.410,3.441,77.43,29.550
2019-02-15 10:30:00,0.460,0.750,4.474,3.364,78.43,29.550
2019-02-15 11:00:00,0.454,0.900,4.306,3.311,64.43,29.600
2019-02-15 11:30:00,0.453,0.700,5.061,3.222,66.43,29.600
2019-02-15 12:00:00,0.458,0.780,3.310,3.248,71.43,29.650
2019-02-15 12:30:00,0.499,0.990,3.317,3.227,73.43,29.650
2019-02-15 13:00:00,0.511,1.020,3.096,3.072,67.43,29.700
2019-02-15 13:30:00,0.558,0.980,3.298,3.226,85.43,29.700
2019-02-15 14:00:00,0.545,0.930,3.224,3.147,88.43,29.650
2019-02-15 14:30:00,0.549,1.020,3.538,3.112,94.43,29.500
2019-02-15 15:00:00,0.537,0.880,3.426,3.066,98.43,29.500
2019-02-15 15:30:00,0.540,0.870,3.528,3.163,94.43,29.500
2019-02-15 16:00:00,0.526,0.930,3.682,3.275,91.43,29.450
2019-02-15 16:30:00,0.496,0.880,3.268,3.299,95.43,29.450
2019-02-15 17:00:00,0.506,0.830,3.627,3.312,81.43,29.450
2019-02-15 17:30:00,0.474,0.950,3.469,3.333,81.43,29.450
2019-02-15 18:00:00,0.461,0.770,5.050,3.407,87.43,29.350
2019-02-15 18:30:00,0.471,0.780,5.179,3.347,88.43,29.350
2019-02-15 19:00:00,0.473,0.820,5.109,3.561,82.43,29.400
2019-02-15 19:30:00,0.440,0.780,3.298,3.279,87.43,29.450
2019-02-15 20:00:00,0.474,0.800,4.690,3.227,78.43,29.400
2019-02-15 20:30:00,0.498,0.870,5.091,3.154,85.43,29.350
2019-02-15 21:00:00,0.490,0.860,3.554,3.165,77.43,29.300
2019-02-15 21:30:00,0.542,0.930,3.625,3.314,80.43,29.250
2019-02-15 22:00:00,0.570,1.090,3.776,3.338,77.43,29.450
2019-02-15 22:30:00,0.574,0.980,3.539,3.245,82.43,29.450
2019-02-15 23:00:00,0.594,1.210,3.708,3.344,87.43,29.400
2019-02-15 23:30:00,0.646,1.150,4.102,3.415,87.43,29.400
2019-02-16 00:00:00,0.677,1.300,5.058,3.509,88.43,29.250
2019-02-16 00:30:00,0.695,1.210,5.364,3.573,94.43,28.950
2019-02-16 01:00:00,0.704,1.180,5.626,3.776,97.43,28.900
2019-02-16 01:30:00,0.738,1.210,5.781,3.811,99.43,28.850
2019-02-16 02:00:00,0.749,1.330,5.373,3.624,99.43,28.750
2019-02-16 02:30:00,0.692,1.210,5.335,3.566,95.43,28.500
2019-02-16 03:00:00,0.680,1.160,5.630,3.637,94.43,28.150
2019-02-16 03:30:00,0.723,1.140,5.057,3.832,90.43,28.150
2019-02-16 04:00:00,0.670,1.280,4.817,3.714,91.43,28.150
2019-02-16 04:30:00,0.641,1.090,5.472,3.621,90.43,28.200
2019-02-16 05:00:00,0.612,1.040,4.823,3.630,95.43,28.250
2019-02-16 05:30:00,0.596,1.050,5.783,3.818,99.43,28.250
2019-02-16 06:00:00,0.522,0.970,4.899,3.683,97.43,28.250
2019-02-16 06:30:00,0.506,0.780,4.572,3.703,90.43,28.300
2019-02-16 07:00:00,0.477,0.800,6.037,3.868,84.43,28.500
2019-02-16 07:30:00,0.479,0.810,5.594,3.862,77.43,28.550
2019-02-16 08:00:00,0.454,0.720,4.319,3.815,88.43,28.700
2019-02-16 08:30:00,0.471,0.740,5.840,3.744,94.43,28.650
2019-02-16 09:00:00,0.446,0.710,6.108,3.616,88.43,28.700
2019-02-16 09:30:00,0.450,0.800,6.342,3.824,81.43,28.800
2019-02-16 10:00:00,0.396,0.720,5.829,3.741,78.43,28.900
2019-02-16 10:30:00,0.401,0.670,5.252,3.912,97.43,29.050
2019-02-16 11:00:00,0.382,0.680,5.954,3.908,84.43,29.150
2019-02-16 11:30:00,0.353,0.660,5.751,3.726,85.43,29.200
2019-02-16 12:00:00,0.376,0.770,5.655,3.747,101.43,29.150
2019-02-16 12:30:00,0.368,0.670,4.917,3.627,84.43,29.000
2019-02-16 13:00:00,0.383,0.690,4.659,3.457,98.43,29.100
2019-02-16 13:30:00,0.380,0.610,5.448,3.251,91.43,28.900
2019-02-16 14:00:00,0.374,0.600,4.834,3.288,78.43,28.850
2019-02-16 14:30:00,0.371,0.600,5.080,3.432,88.43,29.350
2019-02-16 15:00:00,0.356,0.590,4.216,3.537,95.43,29.400
2019-02-16 15:30:00,0.342,0.590,4.392,3.645,85.43,29.350
2019-02-16 16:00:00,0.316,0.560,4.598,3.500,87.43,29.500
2019-02-16 16:30:00,0.338,0.580,7.262,3.790,97.43,29.450
2019-02-16 17:00:00,0.355,0.630,6.344,3.824,92.43,29.400
2019-02-16 17:30:00,0.360,0.590,6.336,3.525,45.43,29.300
2019-02-16 18:00:00,0.392,0.720,6.975,3.291,49.43,29.300
2019-02-16 18:30:00,0.364,0.640,6.761,3.029,47.43,29.150
2019-02-16 19:00:00,0.411,0.740,2.548,3.123,42.43,29.150
2019-02-16 19:30:00,0.433,0.770,2.710,3.100,98.43,29.200
2019-02-16 20:00:00,0.461,0.840,2.867,3.054,87.43,29.100
2019-02-16 20:30:00,0.497,1.010,3.002,3.006,98.43,29.050
2019-02-16 21:00:00,0.504,0.870,3.152,3.102,95.43,28.950
2019-02-16 21:30:00,0.561,1.010,3.374,3.230,94.43,29.150
2019-02-16 22:00:00,0.619,1.330,3.820,3.291,99.43,29.050
2019-02-16 22:30:00,0.673,1.250,4.287,3.390,99.43,29.050
2019-02-16 23:00:00,0.732,1.180,4.673,3.582,87.43,29.100
2019-02-16 23:30:00,0.808,1.340,4.831,3.642,91.43,29.100
2019-02-17 00:00:00,0.796,1.230,5.022,3.708,88.43,29.050
2019-02-17 00:30:00,0.820,1.420,5.608,3.848,91.43,29.000
2019-02-17 01:00:00,0.706,1.160,5.533,3.754,91.43,29.000
2019-02-17 01:30:00,0.654,1.120,5.437,3.617,91.43,28.950
2019-02-17 02:00:00,0.620,1.100,4.748,3.548,85.43,29.000
2019-02-17 02:30:00,0.528,0.840,4.932,3.465,85.43,28.950
2019-02-17 03:00:00,0.522,0.870,4.393,3.305,84.43,28.850
2019-02-17 03:30:00,0.490,0.950,4.390,3.295,85.43,28.800
2019-02-17 04:00:00,0.532,0.960,3.530,3.269,90.43,28.800
2019-02-17 04:30:00,0.512,0.830,3.681,3.372,90.43,28.650
2019-02-17 05:00:00,0.547,1.150,4.304,3.385,88.43,28.600
2019-02-17 05:30:00,0.530,0.900,3.905,3.203,88.43,28.600
2019-02-17 06:00:00,0.513,0.830,3.475,3.096,85.43,28.550
2019-02-17 06:30:00,0.508,0.780,3.964,3.257,87.43,28.550
2019-02-17 07:00:00,0.456,0.790,3.734,3.388,94.43,28.500
2019-02-17 07:30:00,0.429,0.700,3.736,3.478,73.43,28.550
2019-02-17 08:00:00,0.409,0.620,3.798,3.382,81.43,28.700
2019-02-17 08:30:00,0.416,0.710,4.118,3.460,77.43,28.800
2019-02-17 09:00:00,0.385,0.580,3.808,3.492,66.43,28.850
2019-02-17 09:30:00,0.393,0.740,5.496,3.461,77.43,28.900
2019-02-17 10:00:00,0.391,0.870,3.747,3.542,81.43,29.000
2019-02-17 10:30:00,0.357,0.680,11.858,3.685,47.43,29.300
2019-02-17 11:00:00,0.367,0.640,3.881,3.845,47.43,29.350
2019-02-17 11:30:00,0.328,0.510,10.828,3.806,42.43,29.500
2019-02-17 12:00:00,0.338,0.690,11.429,3.928,40.43,29.750
2019-02-17 12:30:00,0.340,0.570,11.028,4.055,45.43,29.850
2019-02-17 13:00:00,0.331,0.540,10.307,4.009,23.43,29.950
2019-02-17 13:30:00,0.321,0.510,10.753,3.810,43.43,29.950
2019-02-17 14:00:00,0.308,0.580,10.848,3.567,40.43,29.850
2019-02-17 14:30:00,0.311,0.530,11.934,3.784,33.43,29.600
2019-02-17 15:00:00,0.313,0.510,11.317,3.549,12.43,29.500
2019-02-17 15:30:00,0.319,0.590,10.849,3.809,28.43,29.500
2019-02-17 16:00:00,0.323,0.530,11.380,3.664,15.43,29.500
2019-02-17 16:30:00,0.333,0.590,10.823,3.937,28.43,29.450
2019-02-17 17:00:00,0.345,0.610,4.493,4.051,15.43,29.500
2019-02-17 17:30:00,0.335,0.550,5.051,4.059,28.43,29.450
2019-02-17 18:00:00,0.313,0.560,10.745,4.015,12.43,29.350
2019-02-17 18:30:00,0.304,0.490,10.377,4.111,23.43,29.400
2019-02-17 19:00:00,0.282,0.500,5.480,3.900,22.43,29.350
2019-02-17 19:30:00,0.291,0.580,5.802,3.829,32.43,29.350
2019-02-17 20:00:00,0.294,0.460,9.829,3.755,21.43,29.300
2019-02-17 20:30:00,0.302,0.590,9.707,3.602,30.43,29.300
2019-02-17 21:00:00,0.282,0.460,11.641,3.555,50.43,29.250
2019-02-17 21:30:00,0.277,0.450,11.401,3.695,21.43,29.200
2019-02-17 22:00:00,0.273,0.450,11.323,3.574,21.43,29.150
2019-02-17 22:30:00,0.277,0.440,11.053,3.429,30.43,29.100
2019-02-17 23:00:00,0.286,0.480,11.249,3.120,1.43,29.050
2019-02-17 23:30:00,0.298,0.490,11.877,3.019,43.43,29.000
2019-02-18 00:00:00,0.271,0.430,11.403,3.207,26.43,29.000
2019-02-18 00:30:00,0.245,0.390,11.827,3.344,35.43,29.150
2019-02-18 01:00:00,0.268,0.510,10.841,3.391,11.43,29.050
2019-02-18 01:30:00,0.298,0.520,3.533,3.443,30.43,29.150
2019-02-18 02:00:00,0.320,0.500,4.828,3.518,15.43,29.000
2019-02-18 02:30:00,0.356,0.640,4.803,3.587,85.43,29.150
2019-02-18 03:00:00,0.372,0.620,4.828,3.582,16.43,29.200
2019-02-18 03:30:00,0.376,0.600,4.950,3.611,36.43,29.100
2019-02-18 04:00:00,0.375,0.570,4.387,3.575,85.43,29.100
2019-02-18 04:30:00,0.365,0.690,4.701,3.520,84.43,29.100
2019-02-18 05:00:00,0.333,0.550,4.617,3.311,90.43,29.000
2019-02-18 05:30:00,0.340,0.630,3.606,3.552,84.43,28.700
2019-02-18 06:00:00,0.347,0.500,4.577,3.713,46.43,28.500
2019-02-18 06:30:00,0.339,0.620,3.596,3.640,99.43,28.400
2019-02-18 07:00:00,0.343,0.600,3.637,3.663,92.43,28.400
2019-02-18 07:30:00,0.346,0.550,4.584,3.719,97.43,28.450
2019-02-18 08:00:00,0.326,0.540,3.102,3.751,94.43,28.450
2019-02-18 08:30:00,0.318,0.490,5.950,3.871,30.43,28.500
2019-02-18 09:00:00,0.306,0.510,11.571,3.848,78.43,28.650
2019-02-18 09:30:00,0.274,0.430,9.855,4.041,35.43,28.700
2019-02-18 10:00:00,0.268,0.410,11.336,4.359,42.43,29.050
2019-02-18 10:30:00,0.255,0.460,11.430,4.436,25.43,29.350
2019-02-18 11:00:00,0.241,0.410,4.827,4.356,26.43,29.900
2019-02-18 11:30:00,0.253,0.470,11.402,4.643,25.43,30.200
2019-02-18 12:00:00,0.258,0.420,11.270,4.996,23.43,30.150
2019-02-18 12:30:00,0.232,0.380,11.224,4.688,29.43,30.050
2019-02-18 13:00:00,0.225,0.410,9.754,4.474,26.43,29.850
2019-02-18 13:30:00,0.245,0.420,10.839,4.412,16.43,29.850
2019-02-18 14:00:00,0.239,0.410,11.496,4.244,39.43,30.000
2019-02-18 14:30:00,0.258,0.450,5.228,3.910,29.43,30.100
2019-02-18 15:00:00,0.252,0.510,11.442,3.597,71.43,30.150
2019-02-18 15:30:00,0.256,0.470,10.664,3.614,33.43,30.150
2019-02-18 16:00:00,0.270,0.440,10.917,3.443,49.43,30.250
2019-02-18 16:30:00,0.280,0.440,10.799,3.523,45.43,30.150
2019-02-18 17:00:00,0.278,0.460,10.849,3.388,47.43,30.100
