Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2019-02-18 17:30:00,0.272,0.520,10.890,3.242,47.43,30.150
2019-02-18 18:00:00,0.274,0.520,10.755,3.230,45.43,30.050
2019-02-18 18:30:00,0.278,0.510,11.432,3.262,39.43,29.900
2019-02-18 19:00:00,0.298,0.560,10.875,3.129,36.43,29.700
2019-02-18 19:30:00,0.300,0.630,11.444,3.250,39.43,29.600
2019-02-18 20:00:00,0.299,0.670,11.377,3.036,47.43,29.500
2019-02-18 20:30:00,0.319,0.510,2.723,3.026,46.43,29.500
2019-02-18 21:00:00,0.326,0.560,11.410,2.970,57.43,29.400
2019-02-18 21:30:00,0.343,0.670,2.688,2.953,47.43,29.350
2019-02-18 22:00:00,0.350,0.640,2.727,2.890,336.43,29.300
2019-02-18 22:30:00,0.369,0.770,2.889,2.999,340.43,29.250
2019-02-18 23:00:00,0.396,0.760,2.991,3.059,348.43,29.200
2019-02-18 23:30:00,0.410,0.770,2.916,3.049,345.43,29.150
2019-02-19 00:00:00,0.444,0.770,3.016,3.131,344.43,29.100
2019-02-19 00:30:00,0.452,0.940,3.252,3.074,330.43,29.100
2019-02-19 01:00:00,0.467,0.770,3.539,3.104,333.43,29.050
2019-02-19 01:30:00,0.457,0.810,3.466,3.176,331.43,29.050
2019-02-19 02:00:00,0.461,0.880,3.477,3.230,324.43,29.150
2019-02-19 02:30:00,0.444,0.730,3.429,3.161,338.43,29.200
2019-02-19 03:00:00,0.441,0.900,3.547,3.078,329.43,29.250
2019-02-19 03:30:00,0.446,0.670,3.643,3.179,323.43,29.350
2019-02-19 04:00:00,0.453,0.980,3.454,3.069,324.43,29.250
2019-02-19 04:30:00,0.431,0.800,3.563,3.134,326.43,29.200
2019-02-19 05:00:00,0.454,0.800,3.602,3.125,322.43,29.050
2019-02-19 05:30:00,0.439,0.850,3.659,3.121,326.43,28.850
2019-02-19 06:00:00,0.399,0.670,3.735,3.089,312.43,28.750
2019-02-19 06:30:00,0.390,0.800,3.150,3.035,316.43,28.650
2019-02-19 07:00:00,0.423,0.760,3.306,3.130,319.43,28.500
2019-02-19 07:30:00,0.453,0.870,3.809,2.996,316.43,28.400
2019-02-19 08:00:00,0.454,0.720,3.669,3.138,319.43,28.400
2019-02-19 08:30:00,0.465,0.760,3.586,3.173,323.43,28.500
2019-02-19 09:00:00,0.419,0.760,3.519,3.026,334.43,28.600
2019-02-19 09:30:00,0.396,0.590,3.968,3.210,334.43,28.700
2019-02-19 10:00:00,0.406,0.660,3.812,3.295,329.43,29.200
2019-02-19 10:30:00,0.383,0.610,3.550,3.368,341.43,29.450
2019-02-19 11:00:00,0.348,0.620,3.943,3.448,337.43,29.600
2019-02-19 11:30:00,0.337,0.510,3.683,3.529,340.43,29.700
2019-02-19 12:00:00,0.332,0.530,3.911,3.721,340.43,29.700
2019-02-19 12:30:00,0.332,0.590,3.906,3.659,344.43,29.650
2019-02-19 13:00:00,0.314,0.520,4.069,3.545,49.43,29.750
2019-02-19 13:30:00,0.301,0.500,11.246,3.645,329.43,29.850
2019-02-19 14:00:00,0.317,0.510,3.738,3.671,47.43,29.850
2019-02-19 14:30:00,0.304,0.500,3.907,3.545,37.43,29.850
2019-02-19 15:00:00,0.308,0.510,4.046,3.649,340.43,29.900
2019-02-19 15:30:00,0.292,0.620,3.887,3.680,337.43,29.950
2019-02-19 16:00:00,0.280,0.460,11.280,3.355,46.43,30.000
2019-02-19 16:30:00,0.286,0.450,10.857,3.266,40.43,29.900
2019-02-19 17:00:00,0.285,0.560,11.243,3.140,32.43,30.000
2019-02-19 17:30:00,0.298,0.580,9.846,3.253,40.43,29.950
2019-02-19 18:00:00,0.314,0.590,3.575,3.091,0.43,29.950
2019-02-19 18:30:00,0.309,0.570,3.047,2.987,40.43,29.900
2019-02-19 19:00:00,0.317,0.520,10.503,3.072,26.43,29.900
2019-02-19 19:30:00,0.322,0.550,2.502,2.899,42.43,29.950
2019-02-19 20:00:00,0.378,0.730,2.577,2.688,19.43,29.800
2019-02-19 20:30:00,0.335,0.780,2.596,2.921,57.43,29.550
2019-02-19 21:00:00,0.372,0.700,3.104,3.118,23.43,29.450
2019-02-19 21:30:00,0.441,0.840,3.859,3.242,47.43,29.400
2019-02-19 22:00:00,0.436,0.830,3.744,3.260,95.43,29.400
2019-02-19 22:30:00,0.402,0.710,3.588,3.148,113.43,29.500
2019-02-19 23:00:00,0.392,0.730,3.467,3.045,105.43,29.600
2019-02-19 23:30:00,0.401,0.720,2.684,3.269,90.43,29.600
2019-02-20 00:00:00,0.355,0.610,3.956,3.263,37.43,29.500
2019-02-20 00:30:00,0.333,0.520,3.008,3.223,0.43,29.500
2019-02-20 01:00:00,0.305,0.520,11.353,3.312,14.43,29.450
2019-02-20 01:30:00,0.290,0.500,3.195,3.400,45.43,29.400
2019-02-20 02:00:00,0.269,0.470,11.421,3.324,49.43,29.400
2019-02-20 02:30:00,0.274,0.500,11.362,3.495,45.43,29.350
2019-02-20 03:00:00,0.260,0.490,3.260,3.422,37.43,29.350
2019-02-20 03:30:00,0.267,0.500,4.193,3.279,345.43,29.400
2019-02-20 04:00:00,0.257,0.440,3.147,3.211,351.43,29.350
2019-02-20 04:30:00,0.265,0.450,3.412,3.048,50.43,29.300
2019-02-20 05:00:00,0.317,0.570,2.516,2.755,333.43,29.150
2019-02-20 05:30:00,0.356,0.630,3.010,2.784,320.43,29.200
2019-02-20 06:00:00,0.350,0.630,3.293,2.943,316.43,29.100
2019-02-20 06:30:00,0.318,0.540,3.098,2.937,316.43,28.950
2019-02-20 07:00:00,0.321,0.640,3.027,2.944,319.43,29.200
2019-02-20 07:30:00,0.359,0.710,3.533,2.898,317.43,28.850
2019-02-20 08:00:00,0.397,0.660,3.406,2.863,320.43,28.900
2019-02-20 08:30:00,0.392,0.630,3.383,2.787,323.43,29.100
2019-02-20 09:00:00,0.376,0.720,3.170,2.880,329.43,29.250
2019-02-20 09:30:00,0.354,0.650,3.666,2.828,329.43,29.300
2019-02-20 10:00:00,0.374,0.720,3.150,2.918,322.43,29.400
2019-02-20 10:30:00,0.355,0.570,3.241,2.921,317.43,29.500
2019-02-20 11:00:00,0.355,0.760,3.585,2.901,316.43,29.650
2019-02-20 11:30:00,0.423,0.820,3.677,3.078,333.43,29.650
2019-02-20 12:00:00,0.401,0.710,3.774,3.104,312.43,29.750
2019-02-20 12:30:00,0.362,0.570,3.742,2.953,315.43,29.800
2019-02-20 13:00:00,0.394,0.730,3.474,3.083,315.43,29.850
2019-02-20 13:30:00,0.333,0.600,3.802,3.032,319.43,29.950
2019-02-20 14:00:00,0.281,0.560,3.944,3.209,316.43,29.950
2019-02-20 14:30:00,0.261,0.480,3.881,3.188,326.43,30.600
2019-02-20 15:00:00,0.247,0.460,3.811,3.157,324.43,30.350
2019-02-20 15:30:00,0.255,0.430,3.865,3.381,331.43,30.300
2019-02-20 16:00:00,0.242,0.380,3.545,3.387,337.43,30.350
2019-02-20 16:30:00,0.239,0.380,3.730,3.231,320.43,30.500
2019-02-20 17:00:00,0.224,0.360,3.670,3.243,327.43,30.200
2019-02-20 17:30:00,0.231,0.410,3.534,3.033,327.43,30.100
2019-02-20 18:00:00,0.256,0.470,3.664,3.041,329.43,29.950
2019-02-20 18:30:00,0.249,0.410,3.553,2.929,329.43,29.900
2019-02-20 19:00:00,0.243,0.400,3.414,2.961,327.43,29.850
2019-02-20 19:30:00,0.237,0.420,3.254,3.020,330.43,29.850
2019-02-20 20:00:00,0.227,0.410,3.158,3.016,336.43,30.050
2019-02-20 20:30:00,0.219,0.360,3.096,3.022,331.43,30.000
2019-02-20 21:00:00,0.230,0.560,2.958,2.925,334.43,29.900
2019-02-20 21:30:00,0.226,0.410,2.406,2.866,337.43,29.800
2019-02-20 22:00:00,0.216,0.470,2.530,2.918,348.43,29.750
2019-02-20 22:30:00,0.216,0.330,2.597,2.845,330.43,29.700
2019-02-20 23:00:00,0.214,0.380,2.847,2.776,333.43,29.600
2019-02-20 23:30:00,0.221,0.410,2.553,2.815,331.43,29.450
2019-02-21 00:00:00,0.238,0.440,3.092,2.807,337.43,29.350
2019-02-21 00:30:00,0.258,0.520,2.808,2.847,329.43,29.300
2019-02-21 01:00:00,0.234,0.400,3.003,2.922,327.43,29.500
2019-02-21 01:30:00,0.257,0.500,3.309,3.119,334.43,29.600
2019-02-21 02:00:00,0.233,0.400,3.299,3.209,336.43,29.550
2019-02-21 02:30:00,0.228,0.430,3.296,3.476,340.43,29.250
2019-02-21 03:00:00,0.237,0.410,3.222,2.993,340.43,29.500
2019-02-21 03:30:00,0.244,0.500,2.141,2.914,343.43,29.500
2019-02-21 04:00:00,0.273,0.480,2.361,2.818,352.43,29.400
2019-02-21 04:30:00,0.293,0.590,2.718,2.916,99.43,29.400
2019-02-21 05:00:00,0.302,0.510,2.681,2.973,98.43,29.300
2019-02-21 05:30:00,0.297,0.530,2.762,3.002,82.43,29.200
2019-02-21 06:00:00,0.303,0.520,3.093,3.120,73.43,29.250
2019-02-21 06:30:00,0.314,0.550,3.025,3.154,71.43,29.200
2019-02-21 07:00:00,0.332,0.610,3.034,3.159,78.43,29.150
2019-02-21 07:30:00,0.328,0.580,2.919,3.152,80.43,29.100
2019-02-21 08:00:00,0.336,0.510,3.245,3.253,77.43,29.200
2019-02-21 08:30:00,0.320,0.560,3.001,3.236,82.43,29.250
2019-02-21 09:00:00,0.309,0.540,3.193,3.248,82.43,29.400
2019-02-21 09:30:00,0.280,0.500,2.923,3.394,73.43,29.750
2019-02-21 10:00:00,0.257,0.440,5.499,3.354,23.43,29.850
2019-02-21 10:30:00,0.244,0.400,5.452,3.455,81.43,30.450
2019-02-21 11:00:00,0.252,0.390,8.147,3.763,32.43,30.550
2019-02-21 11:30:00,0.231,0.380,5.174,3.739,46.43,30.600
2019-02-21 12:00:00,0.220,0.360,12.745,3.903,39.43,30.650
2019-02-21 12:30:00,0.216,0.390,12.944,3.931,49.43,30.800
2019-02-21 13:00:00,0.198,0.380,12.231,4.013,45.43,31.000
2019-02-21 13:30:00,0.191,0.300,7.644,4.121,45.43,30.950
2019-02-21 14:00:00,0.197,0.310,7.593,4.244,40.43,31.050
2019-02-21 14:30:00,0.200,0.380,7.602,4.109,43.43,31.050
2019-02-21 15:00:00,0.207,0.480,7.543,3.600,39.43,31.000
2019-02-21 15:30:00,0.226,0.440,12.909,3.054,30.43,30.650
2019-02-21 16:00:00,0.257,0.510,5.808,3.036,29.43,30.250
2019-02-21 16:30:00,0.284,0.490,2.093,2.811,74.43,30.450
2019-02-21 17:00:00,0.330,0.500,2.445,2.732,75.43,30.600
2019-02-21 17:30:00,0.362,0.600,2.830,2.763,80.43,30.650
2019-02-21 18:00:00,0.409,0.720,2.877,2.838,90.43,30.650
2019-02-21 18:30:00,0.399,0.920,2.926,2.900,90.43,30.700
2019-02-21 19:00:00,0.414,0.700,2.879,2.948,95.43,30.450
2019-02-21 19:30:00,0.406,0.740,3.051,2.941,87.43,30.150
2019-02-21 20:00:00,0.416,0.660,3.259,2.966,95.43,30.000
2019-02-21 20:30:00,0.398,0.720,3.014,3.036,95.43,29.950
2019-02-21 21:00:00,0.384,0.640,3.110,3.127,91.43,30.000
2019-02-21 21:30:00,0.397,0.740,3.352,3.160,81.43,30.050
2019-02-21 22:00:00,0.405,0.710,3.258,3.075,87.43,30.050
2019-02-21 22:30:00,0.387,0.730,3.208,3.322,68.43,30.050
2019-02-21 23:00:00,0.376,0.580,3.474,3.465,80.43,30.050
2019-02-21 23:30:00,0.351,0.580,3.542,3.543,84.43,30.000
2019-02-22 00:00:00,0.375,0.630,3.413,3.560,77.43,29.950
2019-02-22 00:30:00,0.358,0.530,3.604,3.739,75.43,29.900
2019-02-22 01:00:00,0.327,0.590,8.860,3.701,91.43,29.900
2019-02-22 01:30:00,0.341,0.500,3.258,3.849,26.43,29.850
2019-02-22 02:00:00,0.324,0.560,13.906,3.948,84.43,29.800
2019-02-22 02:30:00,0.334,0.680,12.990,4.344,35.43,29.800
2019-02-22 03:00:00,0.350,0.550,8.533,4.344,45.43,29.450
2019-02-22 03:30:00,0.356,0.660,8.272,4.192,25.43,29.450
2019-02-22 04:00:00,0.347,0.570,13.728,4.445,22.43,29.450
2019-02-22 04:30:00,0.355,0.610,8.244,4.574,30.43,29.350
2019-02-22 05:00:00,0.373,0.640,7.940,4.430,19.43,29.350
2019-02-22 05:30:00,0.342,0.700,8.187,4.516,22.43,29.450
2019-02-22 06:00:00,0.377,0.660,8.571,4.857,19.43,29.600
2019-02-22 06:30:00,0.411,0.740,8.219,5.049,25.43,29.650
2019-02-22 07:00:00,0.415,0.710,7.812,4.789,21.43,29.850
2019-02-22 07:30:00,0.460,0.790,7.295,4.289,25.43,29.850
2019-02-22 08:00:00,0.504,0.840,7.779,3.638,28.43,29.850
2019-02-22 08:30:00,0.614,1.090,8.105,3.595,23.43,29.850
2019-02-22 09:00:00,0.632,1.250,3.749,3.650,23.43,29.900
2019-02-22 09:30:00,0.585,1.110,3.818,3.563,91.43,29.900
2019-02-22 10:00:00,0.585,1.000,3.726,3.621,95.43,29.900
2019-02-22 10:30:00,0.561,0.930,3.808,3.618,97.43,30.000
2019-02-22 11:00:00,0.545,0.940,8.853,3.642,22.43,30.000
2019-02-22 11:30:00,0.522,0.830,3.146,3.444,30.43,30.050
2019-02-22 12:00:00,0.568,1.100,9.013,3.724,22.43,30.050
2019-02-22 12:30:00,0.573,0.990,8.928,3.679,16.43,30.050
2019-02-22 13:00:00,0.545,0.800,8.898,3.614,26.43,30.100
2019-02-22 13:30:00,0.536,0.940,8.889,3.396,23.43,30.100
2019-02-22 14:00:00,0.539,0.910,3.477,3.575,33.43,30.100
2019-02-22 14:30:00,0.560,1.060,9.109,3.502,70.43,30.200
2019-02-22 15:00:00,0.547,0.820,8.665,3.613,21.43,30.250
2019-02-22 15:30:00,0.575,0.930,9.338,3.492,26.43,30.250
2019-02-22 16:00:00,0.599,1.140,3.547,3.416,25.43,30.200
2019-02-22 16:30:00,0.583,0.890,8.931,3.634,98.43,30.150
2019-02-22 17:00:00,0.594,0.930,3.844,3.469,15.43,30.150
2019-02-22 17:30:00,0.604,0.940,8.179,3.477,87.43,30.100
2019-02-22 18:00:00,0.582,0.950,3.885,3.498,19.43,30.050
2019-02-22 18:30:00,0.595,0.970,3.668,3.656,92.43,30.100
2019-02-22 19:00:00,0.590,0.960,3.567,3.795,88.43,30.100
2019-02-22 19:30:00,0.568,0.930,8.976,3.591,78.43,30.050
2019-02-22 20:00:00,0.574,0.900,7.806,3.754,25.43,30.050
2019-02-22 20:30:00,0.560,1.170,8.488,3.835,25.43,30.050
2019-02-22 21:00:00,0.582,1.010,7.551,3.880,28.43,30.000
2019-02-22 21:30:00,0.548,1.100,8.364,3.803,23.43,29.950
2019-02-22 22:00:00,0.613,1.070,8.421,3.907,26.43,29.950
2019-02-22 22:30:00,0.583,1.060,7.155,3.779,22.43,29.900
2019-02-22 23:00:00,0.588,0.980,8.545,3.757,19.43,29.850
2019-02-22 23:30:00,0.573,1.010,8.685,3.717,25.43,29.800
2019-02-23 00:00:00,0.556,0.890,9.241,3.659,16.43,29.800
2019-02-23 00:30:00,0.578,0.900,8.906,3.996,28.43,29.800
2019-02-23 01:00:00,0.542,0.860,8.945,3.733,25.43,29.750
2019-02-23 01:30:00,0.521,0.790,8.893,3.738,28.43,29.700
2019-02-23 02:00:00,0.533,1.030,4.036,3.867,33.43,29.650
2019-02-23 02:30:00,0.524,0.950,8.812,3.822,87.43,29.700
2019-02-23 03:00:00,0.567,0.990,8.850,3.814,26.43,29.700
2019-02-23 03:30:00,0.536,0.850,8.484,3.713,21.43,29.700
2019-02-23 04:00:00,0.544,0.970,9.244,3.680,25.43,29.750
2019-02-23 04:30:00,0.550,0.900,8.678,3.737,14.43,29.750
2019-02-23 05:00:00,0.572,0.870,8.633,3.883,11.43,29.750
2019-02-23 05:30:00,0.571,0.980,8.185,3.947,16.43,29.800
2019-02-23 06:00:00,0.516,0.920,8.832,3.834,21.43,29.800
2019-02-23 06:30:00,0.526,0.840,7.880,3.704,21.43,29.800
2019-02-23 07:00:00,0.489,0.890,7.977,3.816,16.43,29.750
2019-02-23 07:30:00,0.499,0.940,8.281,3.633,23.43,29.600
2019-02-23 08:00:00,0.527,1.010,8.539,3.755,19.43,29.550
2019-02-23 08:30:00,0.555,1.070,3.415,3.308,29.43,29.550
2019-02-23 09:00:00,0.550,0.900,8.548,3.588,75.43,29.550
2019-02-23 09:30:00,0.577,0.920,7.817,3.758,28.43,29.500
2019-02-23 10:00:00,0.522,0.870,7.830,3.898,19.43,29.250
2019-02-23 10:30:00,0.561,1.130,3.487,3.566,21.43,29.250
2019-02-23 11:00:00,0.634,1.000,3.617,3.629,68.43,29.700
2019-02-23 11:30:00,0.658,1.120,3.888,3.544,68.43,29.700
2019-02-23 12:00:00,0.674,1.290,3.871,3.640,70.43,29.700
2019-02-23 12:30:00,0.665,1.080,4.001,3.693,75.43,29.750
2019-02-23 13:00:00,0.686,1.160,3.957,3.624,91.43,29.800
2019-02-23 13:30:00,0.645,1.030,3.963,3.669,87.43,29.850
2019-02-23 14:00:00,0.631,1.050,3.946,3.557,60.43,29.850
2019-02-23 14:30:00,0.627,1.120,4.123,3.504,70.43,29.850
2019-02-23 15:00:00,0.576,1.000,4.290,3.629,77.43,29.850
2019-02-23 15:30:00,0.546,0.900,3.962,3.528,73.43,29.850
2019-02-23 16:00:00,0.552,1.030,3.951,3.460,73.43,29.900
2019-02-23 16:30:00,0.563,1.050,3.727,3.325,67.43,29.900
2019-02-23 17:00:00,0.582,1.130,4.114,3.335,63.43,29.900
2019-02-23 17:30:00,0.634,1.250,4.014,3.455,81.43,29.900
2019-02-23 18:00:00,0.646,1.200,3.595,3.377,74.43,29.850
2019-02-23 18:30:00,0.714,1.090,4.207,3.333,73.43,29.850
2019-02-23 19:00:00,0.700,1.240,4.093,3.317,75.43,29.800
2019-02-23 19:30:00,0.687,1.170,4.001,3.268,80.43,29.800
2019-02-23 20:00:00,0.733,1.320,4.136,3.272,81.43,29.800
2019-02-23 20:30:00,0.721,1.180,4.101,3.433,78.43,29.800
2019-02-23 21:00:00,0.736,1.300,3.887,3.415,80.43,29.800
2019-02-23 21:30:00,0.774,1.310,4.211,3.335,87.43,29.800
2019-02-23 22:00:00,0.793,1.390,4.292,3.427,75.43,29.800
2019-02-23 22:30:00,0.782,1.360,3.886,3.496,81.43,29.800
2019-02-23 23:00:00,0.802,1.340,4.279,3.578,73.43,29.750
2019-02-23 23:30:00,0.764,1.280,4.422,3.468,87.43,29.750
2019-02-24 00:00:00,0.751,1.370,4.434,3.553,85.43,29.750
2019-02-24 00:30:00,0.723,1.300,4.594,3.536,82.43,29.750
2019-02-24 01:00:00,0.694,1.220,4.503,3.472,81.43,29.750
2019-02-24 01:30:00,0.735,1.200,4.608,3.597,85.43,29.750
2019-02-24 02:00:00,0.727,1.240,4.219,3.637,81.43,29.700
2019-02-24 02:30:00,0.757,1.210,4.600,3.653,75.43,29.700
2019-02-24 03:00:00,0.704,1.190,4.702,3.498,80.43,29.700
2019-02-24 03:30:00,0.859,1.530,4.044,3.348,78.43,29.700
2019-02-24 04:00:00,0.849,1.540,4.320,3.553,70.43,29.650
2019-02-24 04:30:00,0.735,1.310,4.573,3.632,60.43,29.550
2019-02-24 05:00:00,0.782,1.320,4.317,3.777,73.43,29.650
2019-02-24 05:30:00,0.796,1.400,4.122,3.684,75.43,29.550
2019-02-24 06:00:00,0.783,1.450,4.048,3.716,81.43,29.550
2019-02-24 06:30:00,0.847,1.400,4.843,3.693,78.43,29.500
2019-02-24 07:00:00,0.890,1.620,4.597,3.637,73.43,29.550
2019-02-24 07:30:00,0.833,1.600,4.699,3.634,66.43,29.600
2019-02-24 08:00:00,0.968,1.620,4.533,3.711,70.43,29.550
2019-02-24 08:30:00,1.018,1.670,4.771,3.770,71.43,29.550
2019-02-24 09:00:00,0.970,1.600,4.678,3.742,74.43,29.500
2019-02-24 09:30:00,0.969,2.100,4.593,3.694,75.43,29.550
2019-02-24 10:00:00,1.004,2.060,4.932,3.826,75.43,29.500
2019-02-24 10:30:00,0.949,1.960,4.774,3.821,88.43,29.550
2019-02-24 11:00:00,1.038,1.870,4.916,3.911,82.43,29.550
2019-02-24 11:30:00,0.934,2.020,5.191,3.698,85.43,29.500
2019-02-24 12:00:00,0.960,1.570,4.847,3.772,88.43,29.600
2019-02-24 12:30:00,0.883,1.530,4.808,3.652,81.43,29.600
2019-02-24 13:00:00,0.932,1.810,5.068,3.752,88.43,29.650
2019-02-24 13:30:00,0.914,1.500,4.944,3.725,73.43,29.650
2019-02-24 14:00:00,0.820,1.400,4.738,3.617,70.43,29.700
2019-02-24 14:30:00,0.869,1.340,4.299,3.637,64.43,29.750
2019-02-24 15:00:00,0.907,1.930,4.812,3.692,78.43,29.750
2019-02-24 15:30:00,0.882,1.620,4.923,3.637,78.43,29.750
2019-02-24 16:00:00,0.902,1.630,4.374,3.628,82.43,29.750
2019-02-24 16:30:00,0.910,1.550,4.387,3.677,70.43,29.700
2019-02-24 17:00:00,0.850,1.450,4.044,3.558,77.43,29.800
2019-02-24 17:30:00,0.837,1.450,4.378,3.642,77.43,29.850
2019-02-24 18:00:00,0.910,1.620,4.595,3.651,85.43,29.850
2019-02-24 18:30:00,0.927,1.610,3.895,3.472,77.43,29.800
2019-02-24 19:00:00,0.887,1.510,4.191,3.466,82.43,29.750
2019-02-24 19:30:00,0.883,1.400,4.417,3.555,92.43,29.700
2019-02-24 20:00:00,0.864,1.910,4.917,3.638,88.43,29.650
2019-02-24 20:30:00,0.847,1.550,3.652,3.577,85.43,29.550
2019-02-24 21:00:00,0.832,1.580,4.964,3.532,85.43,29.450
2019-02-24 21:30:00,0.850,1.330,4.046,3.424,77.43,29.400
2019-02-24 22:00:00,0.978,1.680,4.412,3.614,85.43,29.400
2019-02-24 22:30:00,1.007,1.940,4.933,3.684,90.43,29.400
2019-02-24 23:00:00,0.997,1.920,4.705,3.721,91.43,29.350
2019-02-24 23:30:00,1.166,2.260,5.054,3.906,88.43,29.250
2019-02-25 00:00:00,1.209,2.060,5.270,4.026,92.43,29.200
2019-02-25 00:30:00,1.239,1.820,5.470,4.004,92.43,29.150
2019-02-25 01:00:00,1.222,2.050,5.313,4.052,91.43,29.150
2019-02-25 01:30:00,1.232,2.300,5.199,4.016,95.43,29.100
2019-02-25 02:00:00,1.182,2.270,4.728,3.997,90.43,29.100
2019-02-25 02:30:00,1.229,2.040,4.640,3.935,92.43,29.050
2019-02-25 03:00:00,1.121,1.970,5.309,3.885,101.43,29.050
2019-02-25 03:30:00,1.157,2.130,5.183,3.892,91.43,29.050
2019-02-25 04:00:00,1.177,1.870,5.199,3.819,90.43,29.000
2019-02-25 04:30:00,1.193,2.240,5.193,4.006,87.43,29.000
2019-02-25 05:00:00,1.185,2.010,5.329,4.053,92.43,29.000
2019-02-25 05:30:00,1.099,1.680,5.618,3.928,85.43,29.000
2019-02-25 06:00:00,1.016,1.770,5.974,3.868,85.43,29.000
2019-02-25 06:30:00,1.008,1.900,5.479,3.864,85.43,29.000
2019-02-25 07:00:00,0.982,1.590,5.176,3.847,85.43,28.950
2019-02-25 07:30:00,0.979,1.720,4.682,3.750,87.43,28.900
2019-02-25 08:00:00,1.039,2.050,4.714,3.829,91.43,29.000
2019-02-25 08:30:00,1.033,1.940,5.836,3.887,92.43,28.950
2019-02-25 09:00:00,1.066,1.840,5.062,3.858,91.43,28.900
2019-02-25 09:30:00,1.091,1.890,4.796,3.919,90.43,28.950
2019-02-25 10:00:00,1.124,2.030,4.612,3.915,90.43,28.950
2019-02-25 10:30:00,1.055,1.820,5.268,3.717,87.43,28.950
2019-02-25 11:00:00,1.050,1.740,5.472,3.760,91.43,28.900
2019-02-25 11:30:00,1.076,2.110,4.700,3.792,94.43,28.900
2019-02-25 12:00:00,1.130,2.040,4.417,4.058,97.43,29.000
2019-02-25 12:30:00,1.044,1.830,5.459,3.933,92.43,29.000
2019-02-25 13:00:00,1.096,1.900,5.793,4.092,91.43,29.000
2019-02-25 13:30:00,1.215,2.650,5.972,4.054,90.43,29.050
2019-02-25 14:00:00,1.267,1.970,5.947,4.284,94.43,29.150
2019-02-25 14:30:00,1.216,2.110,5.994,4.184,90.43,29.050
2019-02-25 15:00:00,1.207,2.230,5.632,4.098,92.43,29.050
2019-02-25 15:30:00,1.159,2.070,4.936,4.169,88.43,29.000
2019-02-25 16:00:00,1.183,2.100,5.637,4.106,98.43,29.050
2019-02-25 16:30:00,1.203,2.050,4.703,4.030,94.43,29.000
2019-02-25 17:00:00,1.141,2.140,5.616,3.904,92.43,29.000
2019-02-25 17:30:00,1.215,2.010,5.063,4.126,92.43,29.000
2019-02-25 18:00:00,1.231,2.090,5.862,4.156,97.43,28.950
2019-02-25 18:30:00,1.179,2.490,5.491,4.109,97.43,28.950
2019-02-25 19:00:00,1.276,2.120,5.764,4.188,94.43,28.900
2019-02-25 19:30:00,1.259,2.060,5.225,4.198,91.43,28.850
2019-02-25 20:00:00,1.268,2.280,5.460,4.192,94.43,28.850
2019-02-25 20:30:00,1.303,2.330,5.176,4.037,94.43,28.800
2019-02-25 21:00:00,1.283,1.900,4.734,4.004,98.43,28.800
2019-02-25 21:30:00,1.319,2.740,5.495,4.119,88.43,28.850
2019-02-25 22:00:00,1.536,2.730,5.521,4.308,91.43,28.800
2019-02-25 22:30:00,1.499,2.730,5.768,4.289,99.43,28.800
2019-02-25 23:00:00,1.555,2.600,5.662,4.463,95.43,28.750
2019-02-25 23:30:00,1.510,2.270,6.141,4.325,88.43,28.750
2019-02-26 00:00:00,1.474,2.390,5.953,4.435,90.43,28.750
2019-02-26 00:30:00,1.488,2.800,5.504,4.340,94.43,28.700
2019-02-26 01:00:00,1.384,2.230,5.076,4.163,91.43,28.700
2019-02-26 01:30:00,1.270,2.330,5.944,4.057,90.43,28.700
2019-02-26 02:00:00,1.119,2.090,5.646,4.070,90.43,28.700
2019-02-26 02:30:00,0.999,1.980,4.593,4.003,90.43,28.700
2019-02-26 03:00:00,1.000,1.930,5.661,4.049,90.43,28.750
2019-02-26 03:30:00,1.004,1.850,5.626,3.910,92.43,28.750
2019-02-26 04:00:00,0.968,1.760,5.635,3.899,90.43,28.700
2019-02-26 04:30:00,0.993,1.670,5.436,3.977,88.43,28.700
2019-02-26 05:00:00,0.983,1.660,5.676,3.880,88.43,28.700
2019-02-26 05:30:00,0.910,1.640,4.722,3.785,87.43,28.650
2019-02-26 06:00:00,0.960,1.580,4.913,3.679,87.43,28.650
2019-02-26 06:30:00,1.001,2.000,5.497,3.891,88.43,28.650
2019-02-26 07:00:00,1.060,1.930,6.103,3.939,92.43,28.700
2019-02-26 07:30:00,0.939,1.490,5.191,3.840,92.43,28.650
2019-02-26 08:00:00,0.886,1.510,5.830,3.815,87.43,28.650
2019-02-26 08:30:00,0.896,1.580,6.144,3.753,92.43,28.650
2019-02-26 09:00:00,0.820,1.640,2.957,3.597,94.43,28.700
2019-02-26 09:30:00,0.781,1.440,3.102,3.540,156.43,28.700
2019-02-26 10:00:00,0.752,1.290,5.955,3.484,146.43,28.750
2019-02-26 10:30:00,0.755,1.710,5.482,3.468,146.43,28.800
2019-02-26 11:00:00,0.722,1.310,3.039,3.331,84.43,28.800
2019-02-26 11:30:00,0.695,1.180,3.004,3.251,133.43,28.850
2019-02-26 12:00:00,0.744,1.350,3.005,3.224,122.43,28.900
2019-02-26 12:30:00,0.755,1.200,4.702,3.387,113.43,28.950
2019-02-26 13:00:00,0.769,1.320,4.296,3.426,99.43,28.950
2019-02-26 13:30:00,0.810,1.280,3.537,3.354,104.43,29.000
