Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2/11/2017 3:00,0.623,1,3.723,5.205,91.48,29.15
2/11/2017 3:30,0.63,1.19,3.88,5.191,82.48,29.15
2/11/2017 4:00,0.605,0.98,3.714,5.173,94.48,29.1
2/11/2017 4:30,0.619,1.25,3.753,4.604,91.48,29.1
2/11/2017 5:00,0.61,1,3.74,5.171,82.48,29.1
2/11/2017 5:30,0.576,0.84,3.711,5.115,77.48,29.1
2/11/2017 6:00,0.613,0.89,3.804,5.058,95.48,29.1
2/11/2017 6:30,0.616,1.08,3.817,5.298,95.48,29.1
2/11/2017 7:00,0.59,0.98,3.854,5.184,88.48,29.15
2/11/2017 7:30,0.59,1.14,3.873,5.308,91.48,29.15
2/11/2017 8:00,0.543,0.86,3.844,4.941,87.48,29.15
2/11/2017 8:30,0.506,0.81,3.869,5.17,94.48,29.2
2/11/2017 9:00,0.517,0.81,3.824,5.205,95.48,29.2
2/11/2017 9:30,0.484,0.74,3.895,4.729,97.48,29.25
2/11/2017 10:00,0.47,0.81,3.971,5.277,90.48,29.3
2/11/2017 10:30,0.449,0.81,3.974,4.832,91.48,29.4
2/11/2017 11:00,0.414,0.74,3.967,5.009,98.48,29.55
2/11/2017 11:30,0.405,0.62,4.032,5.255,92.48,29.75
2/11/2017 12:00,0.364,0.61,4.054,5.237,78.48,29.8
2/11/2017 12:30,0.379,0.63,3.994,5.042,85.48,29.95
2/11/2017 13:00,0.364,0.58,4.103,5.068,94.48,30
2/11/2017 13:30,0.34,0.69,4.102,5.081,94.48,29.95
2/11/2017 14:00,0.344,0.56,4.072,4.844,87.48,30.1
2/11/2017 14:30,0.335,0.57,4.188,4.738,80.48,30.2
2/11/2017 15:00,0.315,0.6,4.064,5.337,88.48,30.05
2/11/2017 15:30,0.314,0.6,4.139,5.971,81.48,30.05
2/11/2017 16:00,0.32,0.55,4.206,7.846,43.48,30.15
2/11/2017 16:30,0.317,0.55,4.103,7.065,42.48,30.1
2/11/2017 17:00,0.302,0.47,4.15,7.542,40.48,30
2/11/2017 17:30,0.315,0.48,4.193,6.806,36.48,29.95
2/11/2017 18:00,0.319,0.54,4.057,6.761,47.48,29.85
2/11/2017 18:30,0.339,0.59,3.925,5.736,45.48,29.8
2/11/2017 19:00,0.333,0.6,4.029,6.399,37.48,29.75
2/11/2017 19:30,0.343,0.64,3.856,6.081,40.48,29.7
2/11/2017 20:00,0.331,0.56,3.599,5.498,45.48,29.65
2/11/2017 20:30,0.342,0.62,3.71,6.361,47.48,29.6
2/11/2017 21:00,0.315,0.53,3.486,6.56,43.48,29.55
2/11/2017 21:30,0.346,0.58,3.458,5.79,46.48,29.45
2/11/2017 22:00,0.334,0.54,3.307,6.317,50.48,29.45
2/11/2017 22:30,0.342,0.59,3.326,2.395,46.48,29.45
2/11/2017 23:00,0.356,0.55,3.146,2.611,56.48,29.45
2/11/2017 23:30,0.365,0.68,3.06,5.994,45.48,29.5
2/12/2017 0:00,0.37,0.6,3.058,2.919,39.48,29.55
2/12/2017 0:30,0.374,0.61,3.099,3.187,32.48,29.6
2/12/2017 1:00,0.389,0.68,3.065,3.097,26.48,29.65
2/12/2017 1:30,0.376,0.67,3.183,3.196,37.48,29.6
2/12/2017 2:00,0.361,0.64,3.221,3.051,43.48,29.55
2/12/2017 2:30,0.358,0.69,3.279,3.1,33.48,29.5
2/12/2017 3:00,0.35,0.56,3.202,3.264,21.48,29.45
2/12/2017 3:30,0.352,0.74,3.153,3,33.48,29.45
2/12/2017 4:00,0.356,0.59,3.028,3.055,33.48,29.4
2/12/2017 4:30,0.366,0.6,2.978,2.989,22.48,29.4
2/12/2017 5:00,0.37,0.59,3.003,2.995,23.48,29.45
2/12/2017 5:30,0.361,0.7,3.062,2.957,19.48,29.4
2/12/2017 6:00,0.356,0.71,2.994,3.064,16.48,29.35
2/12/2017 6:30,0.349,0.66,2.974,2.914,19.48,29.35
2/12/2017 7:00,0.345,0.61,3.107,2.793,26.48,29.3
2/12/2017 7:30,0.345,0.6,3.01,2.848,30.48,29.3
2/12/2017 8:00,0.352,0.61,2.953,2.919,7.48,29.3
2/12/2017 8:30,0.341,0.67,2.977,2.615,29.48,29.3
2/12/2017 9:00,0.326,0.54,2.98,2.783,19.48,29.3
2/12/2017 9:30,0.326,0.6,3.136,2.826,25.48,29.35
2/12/2017 10:00,0.315,0.54,3.046,2.362,19.48,29.4
2/12/2017 10:30,0.303,0.65,3.101,2.838,358.48,29.45
2/12/2017 11:00,0.289,0.47,3.04,2.716,14.48,29.55
2/12/2017 11:30,0.267,0.54,2.978,2.683,340.48,29.7
2/12/2017 12:00,0.249,0.46,3.054,2.684,350.48,29.7
2/12/2017 12:30,0.251,0.43,3.158,5.33,2.48,29.75
2/12/2017 13:00,0.248,0.41,3.121,2.669,54.48,29.85
2/12/2017 13:30,0.226,0.4,3.066,2.755,357.48,29.9
2/12/2017 14:00,0.222,0.36,3.165,2.756,5.48,30
2/12/2017 14:30,0.221,0.41,3.387,10.723,354.48,30.15
2/12/2017 15:00,0.224,0.43,3.207,2.642,46.48,30.2
2/12/2017 15:30,0.231,0.41,2.849,1.874,71.48,30.05
2/12/2017 16:00,0.239,0.44,2.795,2.512,47.48,30.1
2/12/2017 16:30,0.265,0.44,2.758,2.577,357.48,30
2/12/2017 17:00,0.306,0.57,2.732,2.522,352.48,30.05
2/12/2017 17:30,0.326,0.66,2.709,2.682,358.48,30
2/12/2017 18:00,0.384,0.78,2.701,2.605,358.48,30
2/12/2017 18:30,0.394,0.74,2.755,2.898,1.48,29.95
2/12/2017 19:00,0.432,0.82,2.78,2.966,352.48,29.9
2/12/2017 19:30,0.49,0.88,2.823,3.055,354.48,29.85
2/12/2017 20:00,0.474,0.92,2.911,3.196,350.48,29.8
2/12/2017 20:30,0.479,0.96,2.928,3.245,344.48,29.6
2/12/2017 21:00,0.506,0.89,2.895,3.36,347.48,29.55
2/12/2017 21:30,0.516,1.01,2.914,3.41,348.48,29.6
2/12/2017 22:00,0.533,0.9,2.903,3.248,344.48,29.7
2/12/2017 22:30,0.547,0.93,3.013,3.432,344.48,29.65
2/12/2017 23:00,0.576,1.11,3.057,3.418,338.48,29.6
2/12/2017 23:30,0.592,1.15,3.157,3.328,340.48,29.5
2/13/2017 0:00,0.612,1.35,3.08,3.874,341.48,29.5
2/13/2017 0:30,0.667,1.26,3.251,3.756,334.48,29.5
2/13/2017 1:00,0.645,1.19,3.189,3.753,338.48,29.45
2/13/2017 1:30,0.653,1.02,3.302,3.817,344.48,29.4
2/13/2017 2:00,0.639,1.21,3.348,4.107,348.48,29.4
2/13/2017 2:30,0.639,1.19,3.307,4.205,345.48,29.35
2/13/2017 3:00,0.628,1.08,3.378,4.081,341.48,29.35
2/13/2017 3:30,0.636,1.3,3.34,4.289,348.48,29.35
2/13/2017 4:00,0.622,1.03,3.421,4.032,347.48,29.3
2/13/2017 4:30,0.65,1.29,3.377,4.244,351.48,29.3
2/13/2017 5:00,0.62,0.98,3.297,4.295,338.48,29.3
2/13/2017 5:30,0.639,1.23,3.41,3.951,350.48,29.3
2/13/2017 6:00,0.57,0.92,3.421,4.049,341.48,29.25
2/13/2017 6:30,0.571,0.88,3.458,4.2,340.48,29.25
2/13/2017 7:00,0.594,1.25,3.481,4.277,341.48,29.25
2/13/2017 7:30,0.519,0.88,3.475,3.882,343.48,29.25
2/13/2017 8:00,0.537,0.88,3.408,3.965,347.48,29.3
2/13/2017 8:30,0.473,0.81,3.337,3.807,344.48,29.3
2/13/2017 9:00,0.514,0.98,3.338,3.877,343.48,29.35
2/13/2017 9:30,0.52,1.01,3.183,3.741,344.48,29.4
2/13/2017 10:00,0.536,0.97,3.231,3.613,347.48,29.45
2/13/2017 10:30,0.492,0.86,3.186,3.605,350.48,29.45
2/13/2017 11:00,0.501,0.88,3.254,3.361,358.48,29.5
2/13/2017 11:30,0.493,0.9,3.169,3.804,350.48,29.5
2/13/2017 12:00,0.477,0.81,3.164,3.703,350.48,29.6
2/13/2017 12:30,0.502,0.84,3.23,3.671,355.48,29.65
2/13/2017 13:00,0.452,0.76,3.246,3.543,357.48,29.8
2/13/2017 13:30,0.449,0.79,3.412,3.993,0.48,29.95
2/13/2017 14:00,0.473,0.94,3.454,3.879,355.48,30
2/13/2017 14:30,0.43,0.69,3.376,3.62,9.48,30.05
2/13/2017 15:00,0.438,0.75,3.295,3.824,358.48,30.1
2/13/2017 15:30,0.458,0.8,3.366,3.817,2.48,30.1
2/13/2017 16:00,0.491,1.05,3.243,3.666,9.48,30.05
2/13/2017 16:30,0.527,0.89,3.145,3.151,4.48,29.95
2/13/2017 17:00,0.554,1.02,3.251,3.625,358.48,29.9
2/13/2017 17:30,0.584,1.32,3.309,3.875,354.48,29.9
2/13/2017 18:00,0.584,0.95,3.362,3.669,358.48,29.9
2/13/2017 18:30,0.626,1.26,3.261,3.6,0.48,29.8
2/13/2017 19:00,0.655,1.26,3.381,3.725,350.48,29.8
2/13/2017 19:30,0.652,1.09,3.282,3.657,355.48,29.75
2/13/2017 20:00,0.724,1.36,3.365,3.892,357.48,29.8
2/13/2017 20:30,0.787,1.53,3.437,3.954,357.48,29.8
2/13/2017 21:00,0.762,1.46,3.421,3.935,1.48,29.85
2/13/2017 21:30,0.783,1.42,3.562,4.119,347.48,29.85
2/13/2017 22:00,0.81,1.4,3.553,4.382,351.48,29.75
2/13/2017 22:30,0.77,1.3,3.526,4.283,347.48,29.75
2/13/2017 23:00,0.761,1.3,3.588,4.326,352.48,29.65
2/13/2017 23:30,0.674,1.44,3.661,4.472,347.48,29.7
2/14/2017 0:00,0.641,1.21,3.648,4.125,358.48,29.75
2/14/2017 0:30,0.666,1.12,3.591,4.489,354.48,29.75
2/14/2017 1:00,0.606,1.09,3.28,4.227,351.48,29.75
2/14/2017 1:30,0.535,1.03,3.275,4.128,344.48,29.7
2/14/2017 2:00,0.58,1.05,3.2,4.121,350.48,29.7
2/14/2017 2:30,0.554,1.16,3.314,4.478,14.48,29.7
2/14/2017 3:00,0.555,0.95,3.26,4.489,351.48,29.65
2/14/2017 3:30,0.497,0.91,3.132,2.97,4.48,29.6
2/14/2017 4:00,0.503,0.82,3.356,4.138,281.48,29.6
2/14/2017 4:30,0.476,0.88,3.23,4.039,354.48,29.6
2/14/2017 5:00,0.459,0.88,3.273,2.685,358.48,29.55
2/14/2017 5:30,0.431,0.95,3.239,4.814,340.48,29.55
2/14/2017 6:00,0.45,0.74,3.266,4.059,278.48,29.5
2/14/2017 6:30,0.474,0.83,3.144,5.657,278.48,29.5
2/14/2017 7:00,0.49,0.79,3.462,6.533,270.48,29.5
2/14/2017 7:30,0.485,0.77,3.376,3.667,12.48,29.5
2/14/2017 8:00,0.529,0.95,3.44,2.877,270.48,29.5
2/14/2017 8:30,0.522,0.98,3.29,4.019,12.48,29.5
2/14/2017 9:00,0.499,0.91,3.52,3.807,15.48,29.5
2/14/2017 9:30,0.494,0.81,3.611,7.488,16.48,29.5
2/14/2017 10:00,0.44,0.71,3.589,7.758,22.48,29.6
2/14/2017 10:30,0.423,0.76,3.836,7.526,319.48,29.7
2/14/2017 11:00,0.425,0.77,3.793,7.491,25.48,29.85
2/14/2017 11:30,0.403,0.83,3.666,7.429,19.48,29.85
2/14/2017 12:00,0.381,0.73,3.606,7.328,25.48,29.95
2/14/2017 12:30,0.376,0.73,3.562,6.814,18.48,30.2
2/14/2017 13:00,0.376,0.73,3.513,7.576,16.48,30.25
2/14/2017 13:30,0.369,0.62,3.35,7.852,26.48,30.3
2/14/2017 14:00,0.41,0.63,3.32,7.824,23.48,30.35
2/14/2017 14:30,0.418,0.65,3.3,7.259,18.48,30.35
2/14/2017 15:00,0.399,0.71,3.34,7.312,22.48,30.35
2/14/2017 15:30,0.411,0.64,3.22,7.519,22.48,30.35
2/14/2017 16:00,0.415,0.78,3.316,7.041,21.48,30.25
2/14/2017 16:30,0.396,0.68,3.278,6.569,18.48,30.2
2/14/2017 17:00,0.434,0.72,3.436,6.76,12.48,30.25
2/14/2017 17:30,0.426,0.74,3.348,7.251,18.48,30.25
2/14/2017 18:00,0.414,0.72,3.289,7.745,16.48,30.25
2/14/2017 18:30,0.427,0.71,3.525,7.1,29.48,30.3
2/14/2017 19:00,0.429,0.66,3.479,7.774,9.48,30.3
2/14/2017 19:30,0.425,0.72,3.483,7.755,9.48,30.35
2/14/2017 20:00,0.441,0.66,3.589,6.989,28.48,30.4
2/14/2017 20:30,0.446,0.75,3.626,6.365,12.48,30.4
2/14/2017 21:00,0.413,0.74,3.534,7.027,8.48,30.45
2/14/2017 21:30,0.397,0.66,3.663,7.182,15.48,30.45
2/14/2017 22:00,0.39,0.72,3.88,7.274,18.48,30.4
2/14/2017 22:30,0.382,0.68,3.873,6.589,15.48,30.3
2/14/2017 23:00,0.362,0.56,3.759,7.229,23.48,30.3
2/14/2017 23:30,0.353,0.62,3.808,7.416,21.48,30.3
2/15/2017 0:00,0.353,0.54,3.867,6.307,19.48,30.3
2/15/2017 0:30,0.33,0.53,3.99,6.135,30.48,30.25
2/15/2017 1:00,0.334,0.56,4.031,7.246,25.48,30.2
2/15/2017 1:30,0.336,0.51,4.04,6.359,16.48,30.2
2/15/2017 2:00,0.327,0.62,4.072,7.457,21.48,30.2
2/15/2017 2:30,0.315,0.53,3.866,6.818,19.48,30.15
2/15/2017 3:00,0.346,0.83,3.447,6.741,16.48,30.15
2/15/2017 3:30,0.393,0.76,3.103,6.183,18.48,30.1
2/15/2017 4:00,0.427,1.07,3.106,2.758,12.48,30.05
2/15/2017 4:30,0.436,0.72,3.156,2.824,70.48,30
2/15/2017 5:00,0.453,1.04,3.206,2.882,64.48,30
2/15/2017 5:30,0.477,0.76,3.282,3.004,60.48,29.95
2/15/2017 6:00,0.465,0.82,3.34,8.207,52.48,29.95
2/15/2017 6:30,0.528,0.79,3.719,8.178,12.48,29.95
2/15/2017 7:00,0.665,1.14,3.793,4.403,15.48,29.95
2/15/2017 7:30,0.707,1.17,4.048,4.412,16.48,29.7
2/15/2017 8:00,0.609,1.32,4.132,4.396,88.48,29.65
2/15/2017 8:30,0.562,1.03,4.004,4.39,95.48,29.3
2/15/2017 9:00,0.53,0.84,3.88,7.552,99.48,29.35
2/15/2017 9:30,0.547,0.97,3.595,4.22,19.48,29.55
2/15/2017 10:00,0.572,1,3.605,7.855,21.48,29.75
2/15/2017 10:30,0.524,0.89,3.444,7.852,14.48,29.85
2/15/2017 11:00,0.494,0.77,3.654,4.214,19.48,29.9
2/15/2017 11:30,0.482,0.92,3.468,4.212,77.48,29.9
2/15/2017 12:00,0.492,0.76,3.449,7.859,82.48,30
2/15/2017 12:30,0.474,0.89,3.343,4.125,70.48,30.05
2/15/2017 13:00,0.461,0.71,3.373,7.77,90.48,30.05
2/15/2017 13:30,0.46,0.81,3.371,4.052,16.48,30.15
2/15/2017 14:00,0.436,0.74,3.411,7.633,87.48,30.25
2/15/2017 14:30,0.437,0.67,3.347,3.99,80.48,30.3
2/15/2017 15:00,0.436,0.69,3.359,7.532,84.48,30.3
2/15/2017 15:30,0.445,0.9,3.454,8.116,25.48,30.3
2/15/2017 16:00,0.431,0.78,3.38,4.489,92.48,30.3
2/15/2017 16:30,0.418,0.79,3.387,4.218,98.48,30.2
2/15/2017 17:00,0.445,0.83,3.431,7.533,14.48,30.15
2/15/2017 17:30,0.453,0.9,3.293,7.671,14.48,30.1
2/15/2017 18:00,0.462,0.83,3.229,7.807,19.48,30
2/15/2017 18:30,0.47,0.78,3.138,7.603,15.48,29.95
2/15/2017 19:00,0.477,0.78,3.228,7.494,16.48,29.95
2/15/2017 19:30,0.439,0.69,3.377,7.525,12.48,29.9
2/15/2017 20:00,0.435,0.68,3.833,7.302,15.48,29.95
2/15/2017 20:30,0.416,0.64,3.847,7.507,12.48,29.9
2/15/2017 21:00,0.426,0.73,4.065,7.322,14.48,29.95
2/15/2017 21:30,0.374,0.63,3.887,7.124,14.48,29.9
2/15/2017 22:00,0.347,0.59,3.729,7.067,11.48,29.9
2/15/2017 22:30,0.376,0.72,3.411,7.272,16.48,29.9
2/15/2017 23:00,0.36,0.62,3.258,6.827,16.48,29.9
2/15/2017 23:30,0.351,0.58,3.13,6.815,12.48,29.9
2/16/2017 0:00,0.351,0.65,3.364,7.145,15.48,29.9
2/16/2017 0:30,0.375,0.59,3.403,7.045,18.48,29.85
2/16/2017 1:00,0.373,0.7,3.104,7.265,15.48,29.85
2/16/2017 1:30,0.371,0.61,2.946,2.485,22.48,29.85
2/16/2017 2:00,0.409,0.78,3.091,2.845,108.48,29.85
2/16/2017 2:30,0.422,0.82,3.215,3.97,102.48,29.85
2/16/2017 3:00,0.401,0.66,3.185,3.972,98.48,29.85
2/16/2017 3:30,0.401,0.7,3.163,6.573,94.48,29.85
2/16/2017 4:00,0.395,0.65,3.027,4.454,91.48,29.8
2/16/2017 4:30,0.384,0.65,3.146,3.598,97.48,29.8
2/16/2017 5:00,0.411,0.71,2.986,6.913,18.48,29.8
2/16/2017 5:30,0.449,0.79,3.043,3.47,85.48,29.8
2/16/2017 6:00,0.437,0.68,2.994,3.42,16.48,29.8
2/16/2017 6:30,0.414,0.79,3.142,3.665,91.48,29.65
2/16/2017 7:00,0.437,0.82,3.237,3.809,84.48,29.5
2/16/2017 7:30,0.607,1.36,3.015,3.523,88.48,29.4
2/16/2017 8:00,0.766,1.61,3.341,4.319,92.48,29.5
2/16/2017 8:30,0.75,1.26,3.438,4.575,95.48,29.6
2/16/2017 9:00,0.739,1.36,3.401,3.985,106.48,29.6
2/16/2017 9:30,0.627,1.28,3.365,4.486,94.48,29.6
2/16/2017 10:00,0.633,1.04,3.452,4.709,95.48,29.55
2/16/2017 10:30,0.711,1.3,3.788,4.61,94.48,29.4
2/16/2017 11:00,0.751,1.37,3.823,4.825,102.48,29.35
2/16/2017 11:30,0.731,1.27,3.663,4.93,98.48,29.45
2/16/2017 12:00,0.714,1.72,3.744,5.082,92.48,29.55
2/16/2017 12:30,0.731,1.32,3.638,4.865,90.48,29.6
2/16/2017 13:00,0.971,1.73,3.434,4.679,91.48,29.6
2/16/2017 13:30,1.056,1.58,3.791,4.674,90.48,29.55
2/16/2017 14:00,1.015,1.74,3.794,4.893,71.48,29.55
2/16/2017 14:30,0.998,1.74,3.942,5.044,78.48,29.5
2/16/2017 15:00,1.053,1.95,4.122,5.097,68.48,29.55
2/16/2017 15:30,1.022,1.67,4.067,5.204,59.48,29.5
2/16/2017 16:00,0.887,1.63,3.933,5.349,60.48,29.5
2/16/2017 16:30,0.84,1.33,4.018,5.231,63.48,29.55
2/16/2017 17:00,0.775,1.51,3.877,4.949,71.48,29.55
2/16/2017 17:30,0.65,1.11,3.764,4.692,66.48,29.5
2/16/2017 18:00,0.633,1.09,3.921,4.792,70.48,29.5
2/16/2017 18:30,0.645,1.28,3.759,4.485,64.48,29.5
2/16/2017 19:00,0.58,1.17,3.681,4.482,64.48,29.5
2/16/2017 19:30,0.547,0.91,3.724,4.141,57.48,29.5
2/16/2017 20:00,0.512,1.01,3.788,4.289,52.48,29.45
2/16/2017 20:30,0.48,0.84,3.75,4.707,64.48,29.45
2/16/2017 21:00,0.432,0.73,3.449,3.991,39.48,29.5
2/16/2017 21:30,0.437,0.87,3.326,5.203,60.48,29.5
2/16/2017 22:00,0.439,0.77,3.465,4.976,43.48,29.5
2/16/2017 22:30,0.454,0.76,3.273,4.971,47.48,29.5
2/16/2017 23:00,0.44,0.77,3.606,5.201,77.48,29.45
2/16/2017 23:30,0.398,0.67,3.609,5.065,64.48,29.45
2/17/2017 0:00,0.401,0.65,3.679,4.837,57.48,29.45
2/17/2017 0:30,0.382,0.63,3.762,5.151,68.48,29.4
2/17/2017 1:00,0.374,0.67,3.89,4.923,60.48,29.4
2/17/2017 1:30,0.373,0.58,3.61,4.3,61.48,29.4
2/17/2017 2:00,0.381,0.66,3.226,4.847,68.48,29.4
2/17/2017 2:30,0.362,0.65,3.161,4.39,68.48,29.4
2/17/2017 3:00,0.376,0.66,3.122,4.587,71.48,29.4
2/17/2017 3:30,0.393,0.83,3.067,5.5,36.48,29.4
2/17/2017 4:00,0.376,0.68,3.175,4.66,46.48,29.4
2/17/2017 4:30,0.392,0.69,3.092,5.749,50.48,29.4
2/17/2017 5:00,0.412,0.78,3.027,2.575,43.48,29.35
2/17/2017 5:30,0.412,0.69,2.964,2.838,142.48,29.35
2/17/2017 6:00,0.55,1.06,3.215,4.098,140.48,29.35
2/17/2017 6:30,0.616,1.11,3.123,3.745,80.48,29.45
2/17/2017 7:00,0.645,1.11,3.254,3.89,82.48,29.45
2/17/2017 7:30,0.713,1.46,3.372,4.165,85.48,29.45
2/17/2017 8:00,0.738,1.22,3.322,4.212,85.48,29.45
2/17/2017 8:30,0.716,1.2,3.549,4.291,85.48,29.45
2/17/2017 9:00,0.686,1.25,3.399,4.393,85.48,29.45
2/17/2017 9:30,0.722,1.18,3.547,4.381,84.48,29.45
2/17/2017 10:00,0.705,1.32,3.329,4.614,85.48,29.45
2/17/2017 10:30,0.734,1.19,3.605,4.615,84.48,29.5
2/17/2017 11:00,0.709,1.45,3.563,4.715,90.48,29.55
2/17/2017 11:30,0.666,1.3,3.548,4.79,87.48,29.6
2/17/2017 12:00,0.612,1.08,3.595,4.487,80.48,29.65
2/17/2017 12:30,0.623,1.08,3.561,4.497,88.48,29.75
2/17/2017 13:00,0.644,1.03,3.6,4.387,85.48,29.8
2/17/2017 13:30,0.596,1.1,3.601,4.516,85.48,29.85
2/17/2017 14:00,0.522,1.19,3.556,4.507,87.48,29.95
2/17/2017 14:30,0.532,0.98,3.557,4.287,92.48,30
2/17/2017 15:00,0.5,0.83,3.427,4.52,81.48,30.05
2/17/2017 15:30,0.463,0.82,3.517,4.501,81.48,30.05
2/17/2017 16:00,0.434,0.72,3.422,4.501,81.48,30.05
2/17/2017 16:30,0.44,0.9,3.561,4.215,81.48,30
2/17/2017 17:00,0.428,0.81,3.384,4.479,84.48,29.95
2/17/2017 17:30,0.411,0.72,3.33,4.391,87.48,29.95
2/17/2017 18:00,0.39,0.73,3.438,4.318,87.48,29.9
2/17/2017 18:30,0.371,0.73,3.273,4.464,88.48,29.85
2/17/2017 19:00,0.352,0.73,3.319,4.394,85.48,29.8
2/17/2017 19:30,0.348,0.62,3.348,4.333,98.48,29.75
2/17/2017 20:00,0.347,0.55,3.361,4.489,92.48,29.75
2/17/2017 20:30,0.327,0.6,3.314,4.11,81.48,29.7
2/17/2017 21:00,0.318,0.58,3.283,4.21,81.48,29.7
2/17/2017 21:30,0.304,0.58,3.216,4.406,82.48,29.65
2/17/2017 22:00,0.302,0.52,3.227,4.317,68.48,29.65
2/17/2017 22:30,0.296,0.54,3.314,4.204,50.48,29.65
2/17/2017 23:00,0.312,0.54,3.365,4.607,37.48,29.65
2/17/2017 23:30,0.303,0.5,3.426,3.517,52.48,29.65
2/18/2017 0:00,0.305,0.48,3.364,4.303,18.48,29.6
2/18/2017 0:30,0.282,0.46,3.244,5.064,21.48,29.6
2/18/2017 1:00,0.269,0.5,3.122,2.92,75.48,29.6
2/18/2017 1:30,0.271,0.49,3.288,5.052,50.48,29.55
2/18/2017 2:00,0.258,0.47,3.271,5.187,46.48,29.55
2/18/2017 2:30,0.251,0.47,3.295,5.061,50.48,29.55
2/18/2017 3:00,0.244,0.38,3.269,5.335,46.48,29.5
2/18/2017 3:30,0.248,0.54,3.327,4.753,53.48,29.55
2/18/2017 4:00,0.249,0.43,3.498,4.998,53.48,29.5
2/18/2017 4:30,0.247,0.42,3.381,5.352,46.48,29.5
2/18/2017 5:00,0.256,0.46,3.429,5.047,46.48,29.5
2/18/2017 5:30,0.25,0.44,3.629,5.116,37.48,29.5
2/18/2017 6:00,0.248,0.39,3.576,4.849,42.48,29.5
2/18/2017 6:30,0.234,0.38,3.45,5.164,40.48,29.5
2/18/2017 7:00,0.238,0.42,3.491,4.6,46.48,29.5
2/18/2017 7:30,0.233,0.37,3.475,4.809,49.48,29.5
2/18/2017 8:00,0.216,0.35,3.489,5.057,47.48,29.5
2/18/2017 8:30,0.214,0.39,3.39,4.503,43.48,29.5
2/18/2017 9:00,0.247,0.36,3.694,4.819,40.48,29.55
2/18/2017 9:30,0.222,0.37,3.504,4.601,22.48,29.55
2/18/2017 10:00,0.221,0.48,3.492,4.711,32.48,29.65
2/18/2017 10:30,0.211,0.35,3.541,4.812,40.48,29.85
2/18/2017 11:00,0.21,0.36,3.585,4.9,40.48,30.25
2/18/2017 11:30,0.212,0.37,3.477,4.856,36.48,30.55
2/18/2017 12:00,0.192,0.36,3.509,4.815,46.48,30.7
2/18/2017 12:30,0.203,0.34,3.537,5.051,60.48,30.7
2/18/2017 13:00,0.202,0.36,3.508,4.808,37.48,30.8
2/18/2017 13:30,0.188,0.35,3.525,4.807,47.48,30.9
2/18/2017 14:00,0.181,0.33,3.448,4.819,42.48,30.9
2/18/2017 14:30,0.181,0.31,3.386,4.541,49.48,30.95
2/18/2017 15:00,0.17,0.26,3.413,4.826,42.48,30.75
2/18/2017 15:30,0.169,0.25,3.521,4.928,32.48,30.8
2/18/2017 16:00,0.162,0.27,3.523,4.303,56.48,30.85
2/18/2017 16:30,0.157,0.25,3.381,4.94,40.48,30.8
2/18/2017 17:00,0.154,0.26,3.563,4.826,46.48,30.8
2/18/2017 17:30,0.164,0.28,3.587,4.391,33.48,30.85
2/18/2017 18:00,0.158,0.26,3.497,4.49,46.48,30.75
2/18/2017 18:30,0.164,0.3,3.097,1.683,47.48,30.55
2/18/2017 19:00,0.174,0.29,2.801,1.697,42.48,30.3
2/18/2017 19:30,0.195,0.41,2.593,1.911,49.48,30.1
2/18/2017 20:00,0.211,0.34,2.552,2.006,355.48,30.05
2/18/2017 20:30,0.218,0.42,2.524,2.046,355.48,29.95
2/18/2017 21:00,0.207,0.35,2.518,2.071,351.48,29.85
2/18/2017 21:30,0.203,0.33,2.567,2.234,4.48,29.8
2/18/2017 22:00,0.195,0.32,2.66,2.168,8.48,29.8
2/18/2017 22:30,0.204,0.41,2.709,2.312,7.48,29.75
2/18/2017 23:00,0.206,0.43,2.661,2.257,0.48,29.75
2/18/2017 23:30,0.204,0.42,2.62,2.242,1.48,29.7
2/19/2017 0:00,0.203,0.38,2.713,2.281,347.48,29.7
2/19/2017 0:30,0.204,0.39,2.721,2.28,5.48,29.65
2/19/2017 1:00,0.208,0.38,2.616,2.289,354.48,29.65
2/19/2017 1:30,0.215,0.4,2.532,2.211,0.48,29.7
2/19/2017 2:00,0.209,0.41,2.556,2.305,350.48,29.7
2/19/2017 2:30,0.224,0.42,2.537,2.455,337.48,29.7
2/19/2017 3:00,0.221,0.44,2.521,2.394,345.48,29.7
2/19/2017 3:30,0.225,0.43,2.508,2.425,351.48,29.65
2/19/2017 4:00,0.214,0.36,2.491,2.455,326.48,29.65
2/19/2017 4:30,0.216,0.35,2.559,2.334,347.48,29.7
2/19/2017 5:00,0.209,0.4,2.532,2.367,344.48,29.7
2/19/2017 5:30,0.204,0.38,2.54,2.513,338.48,29.7
2/19/2017 6:00,0.193,0.32,2.64,2.486,338.48,29.7
2/19/2017 6:30,0.187,0.35,2.68,2.514,340.48,29.7
2/19/2017 7:00,0.169,0.28,2.687,2.488,330.48,29.7
2/19/2017 7:30,0.171,0.3,2.629,2.507,334.48,29.7
2/19/2017 8:00,0.178,0.34,2.605,2.472,330.48,29.7
2/19/2017 8:30,0.166,0.27,2.603,2.505,329.48,29.75
2/19/2017 9:00,0.156,0.28,2.655,2.421,329.48,29.8
2/19/2017 9:30,0.151,0.29,2.702,2.481,334.48,29.85
2/19/2017 10:00,0.152,0.24,2.79,2.448,329.48,29.95
2/19/2017 10:30,0.154,0.23,2.827,2.42,334.48,30.05
